<DATE>,<TIME>,<LAST>,<VOL>
03/07/20,14:40:34,195.560000000,130
03/07/20,14:40:34,195.560000000,850
03/07/20,14:40:34,195.560000000,10
03/07/20,14:40:37,195.540000000,10
03/07/20,14:40:37,195.540000000,40
03/07/20,14:40:37,195.540000000,10
03/07/20,14:40:37,195.540000000,40
03/07/20,14:40:38,195.540000000,200
03/07/20,14:40:44,195.540000000,500
03/07/20,14:40:44,195.540000000,10
03/07/20,14:40:44,195.530000000,10
03/07/20,14:40:44,195.530000000,10
03/07/20,14:40:44,195.520000000,10
03/07/20,14:40:44,195.520000000,10
03/07/20,14:40:44,195.520000000,10
03/07/20,14:40:44,195.520000000,10
03/07/20,14:40:44,195.520000000,70
03/07/20,14:40:44,195.510000000,250
03/07/20,14:40:44,195.510000000,170
03/07/20,14:40:44,195.510000000,10
03/07/20,14:40:44,195.510000000,10
03/07/20,14:40:44,195.500000000,10
03/07/20,14:40:44,195.500000000,200
03/07/20,14:40:44,195.500000000,10
03/07/20,14:40:44,195.500000000,20
03/07/20,14:40:44,195.500000000,200
03/07/20,14:40:44,195.500000000,10
03/07/20,14:40:44,195.500000000,40
03/07/20,14:40:44,195.500000000,10
03/07/20,14:40:44,195.500000000,100
03/07/20,14:40:44,195.500000000,100
03/07/20,14:40:44,195.500000000,10
03/07/20,14:40:44,195.500000000,10
03/07/20,14:40:44,195.500000000,10
03/07/20,14:40:44,195.500000000,600
03/07/20,14:40:44,195.500000000,10
03/07/20,14:40:44,195.500000000,10
03/07/20,14:40:44,195.500000000,10
03/07/20,14:40:44,195.500000000,200
03/07/20,14:40:44,195.500000000,80
03/07/20,14:40:44,195.500000000,14280
03/07/20,14:40:45,195.540000000,100
03/07/20,14:40:45,195.540000000,100
03/07/20,14:40:45,195.550000000,10
03/07/20,14:40:51,195.540000000,500
03/07/20,14:41:02,195.540000000,10
03/07/20,14:41:02,195.540000000,10
03/07/20,14:41:03,195.520000000,40
03/07/20,14:41:03,195.540000000,10
03/07/20,14:41:03,195.520000000,1000
03/07/20,14:41:03,195.520000000,1770
03/07/20,14:41:03,195.520000000,10
03/07/20,14:41:03,195.520000000,10
03/07/20,14:41:04,195.500000000,10
03/07/20,14:41:04,195.500000000,10
03/07/20,14:41:04,195.500000000,10
03/07/20,14:41:04,195.490000000,400
03/07/20,14:41:04,195.490000000,10
03/07/20,14:41:04,195.490000000,10
03/07/20,14:41:04,195.480000000,10
03/07/20,14:41:04,195.480000000,10
03/07/20,14:41:04,195.480000000,530
03/07/20,14:41:07,195.490000000,100
03/07/20,14:41:08,195.480000000,1000
03/07/20,14:41:10,195.490000000,10
03/07/20,14:41:10,195.480000000,500
03/07/20,14:41:13,195.480000000,1330
03/07/20,14:41:20,195.480000000,900
03/07/20,14:41:28,195.500000000,360
03/07/20,14:41:28,195.500000000,500
03/07/20,14:41:30,195.490000000,10
03/07/20,14:41:30,195.490000000,890
03/07/20,14:41:30,195.490000000,100
03/07/20,14:41:36,195.500000000,10
03/07/20,14:41:36,195.500000000,10
03/07/20,14:41:36,195.480000000,1180
03/07/20,14:41:38,195.480000000,20
03/07/20,14:41:42,195.490000000,10
03/07/20,14:41:42,195.490000000,10
03/07/20,14:41:42,195.480000000,880
03/07/20,14:41:50,195.510000000,200
03/07/20,14:41:51,195.520000000,50
03/07/20,14:41:52,195.520000000,150
03/07/20,14:41:52,195.530000000,20
03/07/20,14:41:53,195.500000000,2000
03/07/20,14:41:53,195.490000000,50
03/07/20,14:41:53,195.490000000,110
03/07/20,14:41:55,195.500000000,4670
03/07/20,14:41:55,195.500000000,330
03/07/20,14:41:57,195.520000000,10
03/07/20,14:41:59,195.520000000,10
03/07/20,14:42:07,195.500000000,540
03/07/20,14:42:07,195.500000000,10
03/07/20,14:42:08,195.480000000,20
03/07/20,14:42:13,195.480000000,1620
03/07/20,14:42:13,195.480000000,10
03/07/20,14:42:13,195.480000000,50
03/07/20,14:42:13,195.480000000,10
03/07/20,14:42:13,195.480000000,10
03/07/20,14:42:13,195.480000000,10
03/07/20,14:42:13,195.480000000,250
03/07/20,14:42:13,195.480000000,40
03/07/20,14:42:13,195.470000000,10
03/07/20,14:42:13,195.470000000,10
03/07/20,14:42:13,195.470000000,10
03/07/20,14:42:13,195.470000000,600
03/07/20,14:42:13,195.470000000,10
03/07/20,14:42:13,195.460000000,10
03/07/20,14:42:13,195.460000000,10
03/07/20,14:42:13,195.460000000,50
03/07/20,14:42:13,195.460000000,10
03/07/20,14:42:13,195.450000000,20
03/07/20,14:42:13,195.450000000,1000
03/07/20,14:42:13,195.450000000,20
03/07/20,14:42:13,195.450000000,10
03/07/20,14:42:13,195.450000000,10
03/07/20,14:42:13,195.450000000,10
03/07/20,14:42:13,195.440000000,20
03/07/20,14:42:13,195.440000000,10
03/07/20,14:42:13,195.440000000,10
03/07/20,14:42:13,195.440000000,50
03/07/20,14:42:13,195.440000000,10
03/07/20,14:42:13,195.440000000,10
03/07/20,14:42:13,195.440000000,90
03/07/20,14:42:13,195.440000000,330
03/07/20,14:42:13,195.440000000,170
03/07/20,14:42:13,195.440000000,300
03/07/20,14:42:14,195.430000000,10
03/07/20,14:42:20,195.460000000,10
03/07/20,14:42:21,195.430000000,10
03/07/20,14:42:21,195.430000000,10
03/07/20,14:42:21,195.430000000,10
03/07/20,14:42:22,195.420000000,10
03/07/20,14:42:25,195.420000000,10
03/07/20,14:42:25,195.420000000,10
03/07/20,14:42:25,195.420000000,10
03/07/20,14:42:25,195.410000000,10
03/07/20,14:42:25,195.410000000,10
03/07/20,14:42:25,195.410000000,10
03/07/20,14:42:25,195.400000000,10
03/07/20,14:42:25,195.400000000,30
03/07/20,14:42:25,195.400000000,10
03/07/20,14:42:25,195.400000000,10
03/07/20,14:42:25,195.400000000,10
03/07/20,14:42:25,195.400000000,10
03/07/20,14:42:25,195.400000000,10
03/07/20,14:42:25,195.400000000,10
03/07/20,14:42:25,195.390000000,10
03/07/20,14:42:25,195.390000000,10
03/07/20,14:42:25,195.390000000,10
03/07/20,14:42:33,195.430000000,20
03/07/20,14:42:36,195.420000000,30
03/07/20,14:42:36,195.420000000,20
03/07/20,14:42:36,195.440000000,10
03/07/20,14:42:37,195.440000000,20
03/07/20,14:42:43,195.410000000,500
03/07/20,14:42:49,195.410000000,20
03/07/20,14:43:08,195.450000000,110
03/07/20,14:43:09,195.430000000,10
03/07/20,14:43:14,195.450000000,360
03/07/20,14:43:15,195.450000000,10
03/07/20,14:43:21,195.450000000,1540
03/07/20,14:43:35,195.450000000,60
03/07/20,14:43:35,195.450000000,2020
03/07/20,14:43:36,195.470000000,170
03/07/20,14:43:36,195.470000000,1830
03/07/20,14:43:36,195.470000000,20
03/07/20,14:43:36,195.470000000,540
03/07/20,14:43:36,195.460000000,350
03/07/20,14:43:37,195.460000000,820
03/07/20,14:43:37,195.450000000,1180
03/07/20,14:43:47,195.490000000,10
03/07/20,14:43:49,195.480000000,40
03/07/20,14:44:03,195.470000000,10
03/07/20,14:44:04,195.450000000,30
03/07/20,14:44:04,195.470000000,130
03/07/20,14:44:06,195.470000000,10
03/07/20,14:44:10,195.470000000,10
03/07/20,14:44:15,195.470000000,10
03/07/20,14:44:15,195.470000000,10
03/07/20,14:44:24,195.480000000,10
03/07/20,14:44:25,195.480000000,10
03/07/20,14:44:27,195.490000000,10
03/07/20,14:44:34,195.470000000,10
03/07/20,14:44:34,195.450000000,30
03/07/20,14:44:34,195.490000000,200
03/07/20,14:44:40,195.490000000,30
03/07/20,14:44:47,195.490000000,100
03/07/20,14:44:51,195.490000000,260
03/07/20,14:44:51,195.490000000,180
03/07/20,14:44:51,195.490000000,10
03/07/20,14:44:58,195.470000000,200
03/07/20,14:45:03,195.450000000,170
03/07/20,14:45:03,195.450000000,200
03/07/20,14:45:04,195.440000000,10
03/07/20,14:45:07,195.440000000,10
03/07/20,14:45:07,195.440000000,10
03/07/20,14:45:07,195.430000000,10
03/07/20,14:45:07,195.430000000,10
03/07/20,14:45:07,195.430000000,10
03/07/20,14:45:07,195.420000000,20
03/07/20,14:45:07,195.420000000,20
03/07/20,14:45:07,195.410000000,20
03/07/20,14:45:07,195.410000000,20
03/07/20,14:45:07,195.410000000,20
03/07/20,14:45:07,195.410000000,20
03/07/20,14:45:07,195.410000000,20
03/07/20,14:45:07,195.410000000,20
03/07/20,14:45:07,195.410000000,20
03/07/20,14:45:07,195.400000000,20
03/07/20,14:45:07,195.400000000,20
03/07/20,14:45:07,195.400000000,20
03/07/20,14:45:07,195.400000000,20
03/07/20,14:45:07,195.400000000,20
03/07/20,14:45:07,195.400000000,20
03/07/20,14:45:07,195.400000000,20
03/07/20,14:45:07,195.400000000,40
03/07/20,14:45:07,195.400000000,690
03/07/20,14:45:20,195.460000000,50
03/07/20,14:45:45,195.460000000,10
03/07/20,14:45:45,195.460000000,1560
03/07/20,14:45:45,195.460000000,20
03/07/20,14:45:49,195.470000000,20
03/07/20,14:45:50,195.470000000,10
03/07/20,14:45:56,195.440000000,2000
03/07/20,14:45:56,195.430000000,2000
03/07/20,14:45:56,195.430000000,2000
03/07/20,14:45:56,195.420000000,670
03/07/20,14:45:56,195.420000000,810
03/07/20,14:45:56,195.420000000,2020
03/07/20,14:45:56,195.410000000,500
03/07/20,14:46:09,195.470000000,20
03/07/20,14:46:09,195.490000000,20
03/07/20,14:46:09,195.490000000,1960
03/07/20,14:46:12,195.440000000,460
03/07/20,14:46:19,195.490000000,1000
03/07/20,14:46:22,195.430000000,130
03/07/20,14:46:34,195.490000000,30
03/07/20,14:46:43,195.430000000,2000
03/07/20,14:46:43,195.420000000,2000
03/07/20,14:46:43,195.410000000,80
03/07/20,14:46:43,195.410000000,5120
03/07/20,14:46:43,195.400000000,2310
03/07/20,14:46:43,195.400000000,40
03/07/20,14:46:43,195.400000000,2000
03/07/20,14:46:43,195.400000000,2000
03/07/20,14:46:43,195.400000000,4450
03/07/20,14:46:50,195.470000000,260
03/07/20,14:46:56,195.440000000,450
03/07/20,14:46:56,195.480000000,200
03/07/20,14:47:11,195.490000000,40
03/07/20,14:47:11,195.490000000,320
03/07/20,14:47:15,195.500000000,20
03/07/20,14:47:18,195.470000000,2000
03/07/20,14:47:18,195.470000000,1190
03/07/20,14:47:18,195.460000000,380
03/07/20,14:47:18,195.460000000,2020
03/07/20,14:47:18,195.450000000,2000
03/07/20,14:47:18,195.450000000,2000
03/07/20,14:47:18,195.450000000,410
03/07/20,14:47:30,195.490000000,30
03/07/20,14:47:35,195.490000000,30
03/07/20,14:47:36,195.490000000,10
03/07/20,14:47:46,195.490000000,1930
03/07/20,14:47:46,195.490000000,20
03/07/20,14:47:46,195.490000000,2000
03/07/20,14:47:46,195.490000000,1050
03/07/20,14:47:53,195.490000000,500
03/07/20,14:47:58,195.490000000,100
03/07/20,14:47:59,195.490000000,150
03/07/20,14:48:03,195.500000000,40
03/07/20,14:48:05,195.500000000,580
03/07/20,14:48:05,195.500000000,4360
03/07/20,14:48:05,195.500000000,10
03/07/20,14:48:05,195.500000000,540
03/07/20,14:48:05,195.500000000,20
03/07/20,14:48:05,195.500000000,1000
03/07/20,14:48:05,195.500000000,100
03/07/20,14:48:05,195.500000000,2000
03/07/20,14:48:05,195.500000000,360
03/07/20,14:48:05,195.500000000,1000
03/07/20,14:48:05,195.500000000,500
03/07/20,14:48:06,195.480000000,10
03/07/20,14:48:09,195.480000000,10
03/07/20,14:48:09,195.480000000,30
03/07/20,14:48:15,195.510000000,20
03/07/20,14:48:15,195.510000000,540
03/07/20,14:48:18,195.500000000,10
03/07/20,14:48:23,195.500000000,200
03/07/20,14:48:27,195.520000000,20
03/07/20,14:48:27,195.520000000,10
03/07/20,14:48:27,195.520000000,40
03/07/20,14:48:29,195.520000000,20
03/07/20,14:48:50,195.520000000,10
03/07/20,14:48:53,195.520000000,10
03/07/20,14:49:03,195.520000000,300
03/07/20,14:49:03,195.520000000,1000
03/07/20,14:49:03,195.520000000,2620
03/07/20,14:49:04,195.510000000,40
03/07/20,14:49:04,195.500000000,50
03/07/20,14:49:04,195.500000000,70
03/07/20,14:49:07,195.500000000,570
03/07/20,14:49:07,195.500000000,570
03/07/20,14:49:11,195.520000000,20
03/07/20,14:49:12,195.520000000,10
03/07/20,14:49:15,195.530000000,20
03/07/20,14:49:26,195.530000000,250
03/07/20,14:49:32,195.520000000,10
03/07/20,14:49:34,195.520000000,20
03/07/20,14:49:36,195.500000000,10
03/07/20,14:49:36,195.500000000,120
03/07/20,14:49:36,195.480000000,40
03/07/20,14:49:36,195.470000000,1060
03/07/20,14:49:39,195.460000000,150
03/07/20,14:49:48,195.500000000,10
03/07/20,14:49:49,195.520000000,40
03/07/20,14:49:51,195.520000000,10
03/07/20,14:49:52,195.520000000,10
03/07/20,14:49:55,195.520000000,40
03/07/20,14:50:00,195.530000000,70
03/07/20,14:50:00,195.530000000,20
03/07/20,14:50:00,195.530000000,10
03/07/20,14:50:02,195.500000000,10
03/07/20,14:50:09,195.520000000,1300
03/07/20,14:50:22,195.500000000,10
03/07/20,14:50:23,195.530000000,10
03/07/20,14:50:26,195.530000000,170
03/07/20,14:50:30,195.520000000,10
03/07/20,14:50:30,195.520000000,970
03/07/20,14:50:30,195.520000000,130
03/07/20,14:50:31,195.520000000,50
03/07/20,14:50:38,195.520000000,50
03/07/20,14:50:50,195.520000000,1950
03/07/20,14:50:56,195.510000000,10
03/07/20,14:50:56,195.500000000,90
03/07/20,14:50:56,195.500000000,80
03/07/20,14:50:56,195.500000000,20
03/07/20,14:51:01,195.500000000,30
03/07/20,14:51:04,195.500000000,10
03/07/20,14:51:10,195.500000000,10
03/07/20,14:51:26,195.500000000,20
03/07/20,14:51:26,195.500000000,880
03/07/20,14:51:26,195.510000000,20
03/07/20,14:51:30,195.520000000,20
03/07/20,14:51:30,195.530000000,350
03/07/20,14:51:30,195.530000000,130
03/07/20,14:51:30,195.530000000,230
03/07/20,14:51:30,195.530000000,20
03/07/20,14:51:39,195.510000000,60
03/07/20,14:51:44,195.510000000,50
03/07/20,14:51:44,195.510000000,50
03/07/20,14:51:50,195.540000000,10
03/07/20,14:51:59,195.540000000,20
03/07/20,14:52:04,195.500000000,10
03/07/20,14:52:10,195.500000000,10
03/07/20,14:52:13,195.540000000,110
03/07/20,14:52:13,195.540000000,20
03/07/20,14:52:13,195.540000000,20
03/07/20,14:52:13,195.540000000,10
03/07/20,14:52:14,195.540000000,20
03/07/20,14:52:14,195.540000000,490
03/07/20,14:52:14,195.540000000,3120
03/07/20,14:52:21,195.510000000,150
03/07/20,14:52:26,195.540000000,40
03/07/20,14:52:26,195.520000000,1760
03/07/20,14:52:35,195.550000000,20
03/07/20,14:52:35,195.550000000,10
03/07/20,14:52:45,195.550000000,10
03/07/20,14:52:49,195.550000000,3980
03/07/20,14:52:49,195.550000000,500
03/07/20,14:52:49,195.550000000,10
03/07/20,14:52:49,195.550000000,7350
03/07/20,14:52:49,195.550000000,360
03/07/20,14:52:49,195.550000000,10
03/07/20,14:52:50,195.540000000,30
03/07/20,14:52:51,195.550000000,20
03/07/20,14:52:54,195.550000000,10
03/07/20,14:52:58,195.550000000,10
03/07/20,14:53:03,195.550000000,500
03/07/20,14:53:11,195.540000000,650
03/07/20,14:53:11,195.520000000,20
03/07/20,14:53:11,195.520000000,330
03/07/20,14:53:15,195.550000000,10
03/07/20,14:53:20,195.550000000,30
03/07/20,14:53:26,195.550000000,150
03/07/20,14:53:30,195.540000000,660
03/07/20,14:53:30,195.530000000,340
03/07/20,14:53:31,195.530000000,30
03/07/20,14:53:35,195.550000000,20
03/07/20,14:53:36,195.530000000,500
03/07/20,14:53:38,195.550000000,2100
03/07/20,14:53:38,195.550000000,3000
03/07/20,14:53:38,195.550000000,3000
03/07/20,14:53:38,195.550000000,4000
03/07/20,14:53:38,195.550000000,500
03/07/20,14:53:39,195.550000000,2400
03/07/20,14:53:39,195.550000000,250
03/07/20,14:53:41,195.550000000,4000
03/07/20,14:53:41,195.550000000,2000
03/07/20,14:53:41,195.550000000,2000
03/07/20,14:53:41,195.550000000,4000
03/07/20,14:53:41,195.550000000,4000
03/07/20,14:53:41,195.550000000,390
03/07/20,14:53:41,195.550000000,2430
03/07/20,14:53:41,195.550000000,1180
03/07/20,14:53:41,195.550000000,4900
03/07/20,14:53:41,195.550000000,180
03/07/20,14:53:41,195.550000000,4900
03/07/20,14:53:41,195.550000000,2000
03/07/20,14:53:41,195.550000000,2020
03/07/20,14:53:42,195.550000000,2000
03/07/20,14:53:42,195.550000000,1310
03/07/20,14:53:46,195.550000000,10
03/07/20,14:53:46,195.550000000,100
03/07/20,14:53:47,195.550000000,10
03/07/20,14:53:54,195.550000000,500
03/07/20,14:53:59,195.540000000,10
03/07/20,14:54:04,195.540000000,730
03/07/20,14:54:04,195.540000000,30
03/07/20,14:54:07,195.530000000,10
03/07/20,14:54:09,195.520000000,10
03/07/20,14:54:11,195.520000000,30
03/07/20,14:54:30,195.520000000,20
03/07/20,14:54:31,195.520000000,10
03/07/20,14:54:36,195.550000000,10
03/07/20,14:54:49,195.540000000,10
03/07/20,14:54:50,195.540000000,100
03/07/20,14:54:50,195.540000000,210
03/07/20,14:54:53,195.540000000,10
03/07/20,14:54:54,195.540000000,10
03/07/20,14:54:54,195.540000000,950
03/07/20,14:54:54,195.550000000,2050
03/07/20,14:54:56,195.550000000,650
03/07/20,14:54:56,195.550000000,20
03/07/20,14:54:56,195.550000000,300
03/07/20,14:55:07,195.520000000,100
03/07/20,14:55:07,195.550000000,50
