<DATE>,<TIME>,<LAST>,<VOL>
03/07/20,12:05:56,195.760000000,40
03/07/20,12:05:56,195.760000000,40
03/07/20,12:05:56,195.760000000,40
03/07/20,12:05:56,195.760000000,40
03/07/20,12:05:56,195.760000000,40
03/07/20,12:05:56,195.760000000,200
03/07/20,12:05:56,195.760000000,120
03/07/20,12:05:56,195.770000000,50
03/07/20,12:05:56,195.770000000,40
03/07/20,12:05:56,195.770000000,40
03/07/20,12:05:56,195.770000000,40
03/07/20,12:05:56,195.770000000,40
03/07/20,12:05:56,195.770000000,40
03/07/20,12:05:56,195.770000000,40
03/07/20,12:05:56,195.770000000,40
03/07/20,12:05:56,195.770000000,200
03/07/20,12:05:56,195.780000000,540
03/07/20,12:05:56,195.780000000,50
03/07/20,12:05:56,195.780000000,50
03/07/20,12:05:56,195.780000000,40
03/07/20,12:05:56,195.780000000,40
03/07/20,12:05:56,195.780000000,40
03/07/20,12:05:56,195.780000000,40
03/07/20,12:05:56,195.780000000,2020
03/07/20,12:05:56,195.780000000,40
03/07/20,12:05:56,195.780000000,40
03/07/20,12:05:56,195.780000000,500
03/07/20,12:05:56,195.780000000,200
03/07/20,12:05:56,195.780000000,700
03/07/20,12:05:56,195.790000000,50
03/07/20,12:05:56,195.790000000,50
03/07/20,12:05:56,195.790000000,100
03/07/20,12:05:56,195.790000000,150
03/07/20,12:05:56,195.790000000,100
03/07/20,12:05:56,195.790000000,40
03/07/20,12:05:56,195.790000000,40
03/07/20,12:05:56,195.790000000,50
03/07/20,12:05:56,195.790000000,40
03/07/20,12:05:56,195.790000000,40
03/07/20,12:05:56,195.790000000,40
03/07/20,12:05:56,195.790000000,40
03/07/20,12:05:56,195.790000000,40
03/07/20,12:05:56,195.790000000,500
03/07/20,12:05:56,195.790000000,200
03/07/20,12:05:56,195.790000000,700
03/07/20,12:05:56,195.790000000,1000
03/07/20,12:05:56,195.790000000,4900
03/07/20,12:05:56,195.790000000,4900
03/07/20,12:05:56,195.790000000,3400
03/07/20,12:05:56,195.800000000,30
03/07/20,12:05:58,195.790000000,900
03/07/20,12:05:59,195.800000000,20
03/07/20,12:05:59,195.800000000,50
03/07/20,12:05:59,195.800000000,50
03/07/20,12:05:59,195.800000000,100
03/07/20,12:05:59,195.800000000,100
03/07/20,12:05:59,195.800000000,100
03/07/20,12:05:59,195.800000000,100
03/07/20,12:05:59,195.800000000,10
03/07/20,12:05:59,195.800000000,40
03/07/20,12:05:59,195.800000000,10
03/07/20,12:05:59,195.800000000,100
03/07/20,12:05:59,195.800000000,90
03/07/20,12:05:59,195.800000000,40
03/07/20,12:05:59,195.800000000,500
03/07/20,12:05:59,195.800000000,40
03/07/20,12:05:59,195.800000000,10
03/07/20,12:05:59,195.800000000,10
03/07/20,12:05:59,195.800000000,50
03/07/20,12:05:59,195.800000000,40
03/07/20,12:05:59,195.800000000,200
03/07/20,12:05:59,195.800000000,540
03/07/20,12:05:59,195.810000000,60
03/07/20,12:05:59,195.810000000,50
03/07/20,12:05:59,195.810000000,100
03/07/20,12:05:59,195.810000000,100
03/07/20,12:05:59,195.810000000,100
03/07/20,12:05:59,195.810000000,20
03/07/20,12:05:59,195.810000000,10
03/07/20,12:05:59,195.810000000,50
03/07/20,12:05:59,195.810000000,40
03/07/20,12:05:59,195.810000000,40
03/07/20,12:05:59,195.810000000,200
03/07/20,12:05:59,195.820000000,2020
03/07/20,12:05:59,195.820000000,60
03/07/20,12:05:59,195.820000000,50
03/07/20,12:05:59,195.820000000,50
03/07/20,12:05:59,195.820000000,100
03/07/20,12:05:59,195.820000000,100
03/07/20,12:05:59,195.820000000,100
03/07/20,12:05:59,195.820000000,100
03/07/20,12:05:59,195.820000000,40
03/07/20,12:05:59,195.820000000,200
03/07/20,12:05:59,195.820000000,1000
03/07/20,12:05:59,195.830000000,60
03/07/20,12:05:59,195.830000000,50
03/07/20,12:05:59,195.830000000,100
03/07/20,12:05:59,195.830000000,100
03/07/20,12:05:59,195.830000000,100
03/07/20,12:05:59,195.830000000,100
03/07/20,12:05:59,195.830000000,40
03/07/20,12:05:59,195.830000000,50
03/07/20,12:05:59,195.830000000,50
03/07/20,12:05:59,195.830000000,40
03/07/20,12:05:59,195.840000000,2020
03/07/20,12:05:59,195.840000000,60
03/07/20,12:05:59,195.840000000,50
03/07/20,12:05:59,195.840000000,100
03/07/20,12:05:59,195.840000000,100
03/07/20,12:05:59,195.840000000,100
03/07/20,12:05:59,195.840000000,90
03/07/20,12:06:00,195.830000000,1000
03/07/20,12:06:00,195.830000000,1250
03/07/20,12:06:00,195.830000000,1000
03/07/20,12:06:00,195.830000000,680
03/07/20,12:06:00,195.800000000,300
03/07/20,12:06:01,195.840000000,10
03/07/20,12:06:03,195.840000000,20
03/07/20,12:06:05,195.800000000,160
03/07/20,12:06:06,195.840000000,20
03/07/20,12:06:06,195.840000000,40
03/07/20,12:06:06,195.840000000,140
03/07/20,12:06:23,195.840000000,20
03/07/20,12:06:23,195.840000000,30
03/07/20,12:06:27,195.840000000,10
03/07/20,12:06:27,195.840000000,540
03/07/20,12:06:27,195.840000000,500
03/07/20,12:06:27,195.840000000,500
03/07/20,12:06:31,195.850000000,60
03/07/20,12:06:31,195.850000000,50
03/07/20,12:06:31,195.850000000,100
03/07/20,12:06:31,195.850000000,100
03/07/20,12:06:31,195.850000000,100
03/07/20,12:06:31,195.850000000,100
03/07/20,12:06:31,195.850000000,100
03/07/20,12:06:31,195.850000000,50
03/07/20,12:06:31,195.850000000,50
03/07/20,12:06:31,195.850000000,40
03/07/20,12:06:31,195.850000000,500
03/07/20,12:06:31,195.850000000,100
03/07/20,12:06:31,195.860000000,60
03/07/20,12:06:31,195.860000000,60
03/07/20,12:06:31,195.860000000,50
03/07/20,12:06:31,195.860000000,50
03/07/20,12:06:31,195.860000000,100
03/07/20,12:06:31,195.860000000,100
03/07/20,12:06:31,195.860000000,100
03/07/20,12:06:31,195.860000000,150
03/07/20,12:06:31,195.860000000,10
03/07/20,12:06:31,195.860000000,50
03/07/20,12:06:31,195.860000000,40
03/07/20,12:06:31,195.860000000,200
03/07/20,12:06:31,195.870000000,60
03/07/20,12:06:31,195.870000000,50
03/07/20,12:06:31,195.870000000,50
03/07/20,12:06:31,195.870000000,50
03/07/20,12:06:31,195.870000000,100
03/07/20,12:06:31,195.870000000,100
03/07/20,12:06:31,195.870000000,100
03/07/20,12:06:31,195.870000000,50
03/07/20,12:06:31,195.870000000,40
03/07/20,12:06:31,195.870000000,200
03/07/20,12:06:31,195.870000000,500
03/07/20,12:06:31,195.880000000,2020
03/07/20,12:06:31,195.880000000,60
03/07/20,12:06:31,195.880000000,50
03/07/20,12:06:31,195.880000000,50
03/07/20,12:06:31,195.880000000,50
03/07/20,12:06:31,195.880000000,50
03/07/20,12:06:31,195.880000000,50
03/07/20,12:06:31,195.880000000,100
03/07/20,12:06:31,195.880000000,100
03/07/20,12:06:31,195.880000000,100
03/07/20,12:06:31,195.880000000,100
03/07/20,12:06:31,195.880000000,40
03/07/20,12:06:31,195.880000000,50
03/07/20,12:06:31,195.880000000,50
03/07/20,12:06:31,195.880000000,40
03/07/20,12:06:31,195.880000000,500
03/07/20,12:06:31,195.890000000,60
03/07/20,12:06:31,195.890000000,50
03/07/20,12:06:31,195.890000000,50
03/07/20,12:06:31,195.890000000,50
03/07/20,12:06:31,195.890000000,50
03/07/20,12:06:31,195.890000000,100
03/07/20,12:06:31,195.890000000,100
03/07/20,12:06:31,195.890000000,100
03/07/20,12:06:31,195.890000000,100
03/07/20,12:06:31,195.890000000,100
03/07/20,12:06:31,195.890000000,40
03/07/20,12:06:31,195.890000000,50
03/07/20,12:06:31,195.890000000,50
03/07/20,12:06:31,195.890000000,510
03/07/20,12:06:31,195.900000000,560
03/07/20,12:06:33,195.860000000,40
03/07/20,12:06:41,195.840000000,300
03/07/20,12:06:41,195.840000000,500
03/07/20,12:06:41,195.840000000,500
03/07/20,12:06:44,195.850000000,10
03/07/20,12:06:47,195.850000000,10
03/07/20,12:06:47,195.860000000,40
03/07/20,12:06:47,195.850000000,500
03/07/20,12:06:47,195.860000000,1320
03/07/20,12:06:47,195.860000000,360
03/07/20,12:06:47,195.860000000,500
03/07/20,12:06:47,195.860000000,500
03/07/20,12:06:47,195.890000000,620
03/07/20,12:06:49,195.890000000,10
03/07/20,12:06:52,195.860000000,350
03/07/20,12:06:52,195.890000000,490
03/07/20,12:06:52,195.890000000,160
03/07/20,12:06:57,195.860000000,10
03/07/20,12:07:00,195.860000000,500
03/07/20,12:07:04,195.860000000,50
03/07/20,12:07:13,195.850000000,1000
03/07/20,12:07:13,195.850000000,2950
03/07/20,12:07:14,195.860000000,10
03/07/20,12:07:15,195.860000000,10
03/07/20,12:07:15,195.850000000,730
03/07/20,12:07:15,195.840000000,250
03/07/20,12:07:16,195.840000000,500
03/07/20,12:07:18,195.840000000,150
03/07/20,12:07:18,195.840000000,350
03/07/20,12:07:23,195.850000000,10
03/07/20,12:07:23,195.850000000,90
03/07/20,12:07:24,195.830000000,30
03/07/20,12:07:34,195.850000000,30
03/07/20,12:07:34,195.850000000,10
03/07/20,12:07:34,195.850000000,10
03/07/20,12:07:35,195.830000000,60
03/07/20,12:07:42,195.830000000,1910
03/07/20,12:07:42,195.830000000,790
03/07/20,12:07:42,195.830000000,140
03/07/20,12:07:46,195.820000000,80
03/07/20,12:07:47,195.830000000,10
03/07/20,12:07:48,195.820000000,500
03/07/20,12:07:55,195.830000000,10
03/07/20,12:07:56,195.830000000,10
03/07/20,12:08:03,195.820000000,10
03/07/20,12:08:03,195.830000000,10
03/07/20,12:08:04,195.830000000,70
03/07/20,12:08:04,195.830000000,20
03/07/20,12:08:08,195.820000000,10
03/07/20,12:08:08,195.810000000,1110
03/07/20,12:08:11,195.810000000,10
03/07/20,12:08:18,195.830000000,30
03/07/20,12:08:22,195.830000000,420
03/07/20,12:08:30,195.840000000,10
03/07/20,12:08:37,195.860000000,10
03/07/20,12:08:37,195.860000000,20
03/07/20,12:08:45,195.840000000,530
03/07/20,12:08:47,195.840000000,10
03/07/20,12:08:48,195.840000000,10
03/07/20,12:08:52,195.830000000,20
03/07/20,12:08:52,195.830000000,130
03/07/20,12:08:56,195.860000000,10
03/07/20,12:09:02,195.830000000,10
03/07/20,12:09:02,195.860000000,3460
03/07/20,12:09:03,195.830000000,20
03/07/20,12:09:11,195.860000000,10
03/07/20,12:09:12,195.830000000,130
03/07/20,12:09:17,195.860000000,80
03/07/20,12:09:17,195.860000000,4290
03/07/20,12:09:19,195.860000000,10
03/07/20,12:09:29,195.880000000,20
03/07/20,12:09:29,195.880000000,80
03/07/20,12:09:29,195.860000000,1920
03/07/20,12:09:37,195.890000000,360
03/07/20,12:09:37,195.890000000,1030
03/07/20,12:09:37,195.900000000,1000
03/07/20,12:09:37,195.900000000,40
03/07/20,12:09:37,195.900000000,10
03/07/20,12:09:37,195.900000000,250
03/07/20,12:09:37,195.900000000,50
03/07/20,12:09:37,195.900000000,500
03/07/20,12:09:37,195.900000000,800
03/07/20,12:09:37,195.900000000,10
03/07/20,12:09:37,195.900000000,500
03/07/20,12:09:37,195.900000000,10
03/07/20,12:09:37,195.910000000,1050
03/07/20,12:09:37,195.910000000,1000
03/07/20,12:09:37,195.920000000,2020
03/07/20,12:09:37,195.930000000,700
03/07/20,12:09:37,195.940000000,670
03/07/20,12:09:46,195.880000000,10
03/07/20,12:09:46,195.880000000,10
03/07/20,12:09:51,195.880000000,40
03/07/20,12:09:51,195.890000000,10
03/07/20,12:09:51,195.890000000,540
03/07/20,12:09:51,195.900000000,10
03/07/20,12:09:51,195.900000000,540
03/07/20,12:09:51,195.900000000,900
03/07/20,12:09:57,195.890000000,50
03/07/20,12:09:58,195.890000000,70
03/07/20,12:10:01,195.890000000,10
03/07/20,12:10:03,195.880000000,40
03/07/20,12:10:03,195.870000000,10
03/07/20,12:10:03,195.870000000,580
03/07/20,12:10:04,195.890000000,160
03/07/20,12:10:05,195.890000000,500
03/07/20,12:10:07,195.890000000,10
03/07/20,12:10:08,195.860000000,100
03/07/20,12:10:15,195.860000000,180
03/07/20,12:10:18,195.890000000,200
03/07/20,12:10:18,195.890000000,50
03/07/20,12:10:18,195.890000000,50
03/07/20,12:10:18,195.890000000,10
03/07/20,12:10:18,195.890000000,860
03/07/20,12:10:18,195.900000000,360
03/07/20,12:10:19,195.860000000,20
03/07/20,12:10:19,195.860000000,100
03/07/20,12:10:20,195.900000000,10
03/07/20,12:10:21,195.860000000,100
03/07/20,12:10:23,195.900000000,60
03/07/20,12:10:23,195.860000000,10
03/07/20,12:10:24,195.890000000,120
03/07/20,12:10:27,195.890000000,10
03/07/20,12:10:27,195.900000000,10
03/07/20,12:10:28,195.880000000,130
03/07/20,12:10:37,195.860000000,20
03/07/20,12:10:38,195.860000000,1000
03/07/20,12:10:38,195.860000000,400
03/07/20,12:10:38,195.860000000,440
03/07/20,12:10:38,195.860000000,150
03/07/20,12:10:38,195.860000000,10
03/07/20,12:10:40,195.840000000,570
03/07/20,12:10:40,195.830000000,910
03/07/20,12:10:40,195.830000000,130
03/07/20,12:10:43,195.870000000,10
03/07/20,12:10:52,195.850000000,20
03/07/20,12:10:52,195.850000000,30
03/07/20,12:10:52,195.850000000,50
03/07/20,12:10:52,195.850000000,50
03/07/20,12:10:52,195.850000000,50
03/07/20,12:10:52,195.850000000,50
03/07/20,12:10:53,195.850000000,50
03/07/20,12:10:53,195.850000000,50
03/07/20,12:10:53,195.850000000,50
03/07/20,12:10:53,195.850000000,50
03/07/20,12:10:54,195.850000000,50
03/07/20,12:10:54,195.850000000,50
03/07/20,12:10:54,195.850000000,50
03/07/20,12:10:54,195.850000000,50
03/07/20,12:10:55,195.850000000,50
03/07/20,12:10:55,195.850000000,50
03/07/20,12:10:55,195.850000000,50
03/07/20,12:10:55,195.850000000,50
03/07/20,12:10:55,195.850000000,50
03/07/20,12:10:56,195.830000000,50
03/07/20,12:10:56,195.830000000,50
03/07/20,12:10:56,195.830000000,50
03/07/20,12:10:56,195.830000000,50
03/07/20,12:10:57,195.830000000,50
03/07/20,12:10:58,195.850000000,50
03/07/20,12:10:59,195.860000000,100
03/07/20,12:11:00,195.860000000,10
03/07/20,12:11:02,195.860000000,110
03/07/20,12:11:05,195.850000000,200
03/07/20,12:11:05,195.850000000,50
03/07/20,12:11:05,195.850000000,20
03/07/20,12:11:06,195.850000000,10
03/07/20,12:11:07,195.850000000,20
03/07/20,12:11:09,195.840000000,1270
03/07/20,12:11:09,195.840000000,980
03/07/20,12:11:11,195.820000000,10
03/07/20,12:11:11,195.840000000,10
03/07/20,12:11:11,195.850000000,10
03/07/20,12:11:11,195.820000000,500
03/07/20,12:11:16,195.840000000,20
03/07/20,12:11:18,195.820000000,300
03/07/20,12:11:19,195.840000000,10
03/07/20,12:11:26,195.840000000,100
03/07/20,12:11:28,195.820000000,100
03/07/20,12:11:28,195.840000000,10
03/07/20,12:11:28,195.840000000,40
03/07/20,12:11:29,195.820000000,210
03/07/20,12:11:29,195.820000000,100
03/07/20,12:11:29,195.820000000,780
03/07/20,12:11:29,195.840000000,10
03/07/20,12:11:37,195.810000000,10
03/07/20,12:11:37,195.820000000,10
03/07/20,12:11:37,195.840000000,30
03/07/20,12:11:40,195.800000000,10
03/07/20,12:11:40,195.800000000,10
03/07/20,12:11:40,195.800000000,20
03/07/20,12:11:41,195.800000000,600
03/07/20,12:11:41,195.800000000,600
03/07/20,12:11:41,195.800000000,390
03/07/20,12:11:41,195.800000000,210
03/07/20,12:11:41,195.800000000,950
03/07/20,12:11:41,195.800000000,70
03/07/20,12:11:41,195.800000000,960
03/07/20,12:11:41,195.800000000,1000
03/07/20,12:11:41,195.780000000,440
03/07/20,12:11:41,195.780000000,560
03/07/20,12:11:42,195.780000000,30
03/07/20,12:11:43,195.780000000,1340
03/07/20,12:11:43,195.760000000,160
03/07/20,12:11:43,195.780000000,660
03/07/20,12:11:43,195.760000000,340
03/07/20,12:11:45,195.780000000,20
03/07/20,12:11:45,195.800000000,980
03/07/20,12:11:45,195.800000000,200
03/07/20,12:11:46,195.800000000,3720
03/07/20,12:11:46,195.800000000,870
03/07/20,12:11:46,195.800000000,1000
03/07/20,12:11:46,195.820000000,20
03/07/20,12:11:46,195.820000000,750
03/07/20,12:11:46,195.820000000,2000
03/07/20,12:11:46,195.820000000,2020
03/07/20,12:11:46,195.820000000,1590
03/07/20,12:11:46,195.780000000,600
03/07/20,12:12:02,195.800000000,20
03/07/20,12:12:02,195.780000000,30
03/07/20,12:12:04,195.780000000,100
03/07/20,12:12:25,195.800000000,30
03/07/20,12:12:26,195.800000000,970
03/07/20,12:12:26,195.800000000,1280
03/07/20,12:12:26,195.780000000,2000
03/07/20,12:12:26,195.780000000,2020
03/07/20,12:12:26,195.780000000,12580
03/07/20,12:12:27,195.780000000,500
03/07/20,12:12:32,195.820000000,30
03/07/20,12:12:35,195.820000000,20
03/07/20,12:12:50,195.820000000,50
03/07/20,12:12:56,195.800000000,4900
03/07/20,12:13:07,195.800000000,10
03/07/20,12:13:07,195.790000000,70
03/07/20,12:13:09,195.800000000,20
03/07/20,12:13:13,195.800000000,10
03/07/20,12:13:14,195.800000000,10
03/07/20,12:13:16,195.800000000,50
03/07/20,12:13:17,195.820000000,550
03/07/20,12:13:17,195.820000000,50
03/07/20,12:13:17,195.820000000,50
03/07/20,12:13:17,195.820000000,50
03/07/20,12:13:17,195.820000000,50
03/07/20,12:13:17,195.820000000,250
03/07/20,12:13:17,195.820000000,20
03/07/20,12:13:17,195.800000000,10
03/07/20,12:13:17,195.820000000,10
03/07/20,12:13:17,195.790000000,100
03/07/20,12:13:18,195.790000000,50
03/07/20,12:13:24,195.820000000,10
03/07/20,12:13:24,195.820000000,10
03/07/20,12:13:32,195.820000000,10
03/07/20,12:13:37,195.800000000,10
03/07/20,12:13:37,195.800000000,30
03/07/20,12:13:37,195.800000000,260
03/07/20,12:13:37,195.790000000,10
03/07/20,12:13:37,195.790000000,2710
03/07/20,12:13:48,195.790000000,40
03/07/20,12:13:52,195.820000000,190
03/07/20,12:13:52,195.820000000,110
03/07/20,12:13:58,195.790000000,10
03/07/20,12:14:03,195.790000000,1950
03/07/20,12:14:03,195.790000000,480
03/07/20,12:14:03,195.790000000,480
03/07/20,12:14:03,195.790000000,480
03/07/20,12:14:03,195.790000000,540
03/07/20,12:14:03,195.790000000,10
03/07/20,12:14:09,195.810000000,100
03/07/20,12:14:15,195.780000000,20
03/07/20,12:14:15,195.780000000,100
03/07/20,12:14:15,195.770000000,20
03/07/20,12:14:21,195.810000000,10
03/07/20,12:14:30,195.770000000,30
03/07/20,12:14:30,195.770000000,120
03/07/20,12:14:32,195.810000000,30
03/07/20,12:14:32,195.790000000,410
03/07/20,12:14:33,195.790000000,360
03/07/20,12:14:36,195.790000000,10
03/07/20,12:14:41,195.770000000,10
03/07/20,12:14:43,195.770000000,350
03/07/20,12:15:02,195.770000000,50
03/07/20,12:15:02,195.790000000,10
03/07/20,12:15:05,195.790000000,10
03/07/20,12:15:06,195.790000000,150
03/07/20,12:15:12,195.790000000,10
03/07/20,12:15:12,195.790000000,40
03/07/20,12:15:14,195.790000000,10
03/07/20,12:15:15,195.790000000,10
03/07/20,12:15:21,195.790000000,50
03/07/20,12:15:22,195.770000000,40
03/07/20,12:15:23,195.770000000,1610
03/07/20,12:15:23,195.770000000,50
03/07/20,12:15:23,195.770000000,10
03/07/20,12:15:23,195.770000000,90
03/07/20,12:15:47,195.760000000,660
03/07/20,12:15:47,195.760000000,10
03/07/20,12:15:47,195.750000000,100
03/07/20,12:15:47,195.750000000,10
03/07/20,12:15:47,195.750000000,10
03/07/20,12:15:47,195.740000000,10
03/07/20,12:15:47,195.740000000,1130
03/07/20,12:15:47,195.740000000,30
03/07/20,12:15:47,195.730000000,10
03/07/20,12:15:47,195.720000000,10
03/07/20,12:15:47,195.720000000,2020
03/07/20,12:15:54,195.760000000,20
03/07/20,12:15:54,195.770000000,20
03/07/20,12:15:55,195.770000000,10
03/07/20,12:15:55,195.770000000,20
03/07/20,12:15:55,195.770000000,1130
03/07/20,12:15:55,195.760000000,100
03/07/20,12:15:59,195.790000000,50
03/07/20,12:16:00,195.760000000,10
03/07/20,12:16:05,195.790000000,10
03/07/20,12:16:07,195.790000000,30
03/07/20,12:16:11,195.770000000,10
03/07/20,12:16:11,195.740000000,390
03/07/20,12:16:11,195.790000000,540
03/07/20,12:16:11,195.800000000,360
03/07/20,12:16:11,195.800000000,10
03/07/20,12:16:11,195.800000000,100
03/07/20,12:16:11,195.810000000,360
03/07/20,12:16:11,195.810000000,500
03/07/20,12:16:11,195.820000000,190
03/07/20,12:16:11,195.820000000,2020
03/07/20,12:16:11,195.840000000,100
03/07/20,12:16:11,195.840000000,1970
03/07/20,12:16:13,195.810000000,10
03/07/20,12:16:20,195.810000000,10
03/07/20,12:16:21,195.810000000,10
03/07/20,12:16:28,195.820000000,30
03/07/20,12:16:29,195.820000000,330
03/07/20,12:16:31,195.840000000,120
03/07/20,12:16:31,195.840000000,360
03/07/20,12:16:31,195.850000000,610
03/07/20,12:16:31,195.850000000,620
03/07/20,12:16:31,195.850000000,300
03/07/20,12:16:31,195.850000000,770
03/07/20,12:16:31,195.870000000,2100
03/07/20,12:16:31,195.870000000,900
03/07/20,12:16:45,195.880000000,380
03/07/20,12:16:46,195.860000000,150
03/07/20,12:16:52,195.830000000,20
03/07/20,12:16:53,195.860000000,10
03/07/20,12:16:57,195.860000000,120
03/07/20,12:17:01,195.860000000,20
03/07/20,12:17:01,195.880000000,280
03/07/20,12:17:07,195.880000000,10
03/07/20,12:17:10,195.870000000,10
03/07/20,12:17:10,195.860000000,90
03/07/20,12:17:10,195.880000000,20
03/07/20,12:17:17,195.870000000,20
03/07/20,12:17:18,195.880000000,410
03/07/20,12:17:18,195.880000000,540
03/07/20,12:17:19,195.890000000,250
03/07/20,12:17:31,195.890000000,250
03/07/20,12:17:31,195.890000000,500
03/07/20,12:17:31,195.890000000,20
03/07/20,12:17:31,195.890000000,10
03/07/20,12:17:31,195.900000000,720
03/07/20,12:17:31,195.900000000,2490
03/07/20,12:17:31,195.900000000,480
03/07/20,12:17:31,195.900000000,20
03/07/20,12:17:31,195.900000000,150
03/07/20,12:17:31,195.900000000,10
03/07/20,12:17:31,195.900000000,10
03/07/20,12:17:31,195.900000000,540
03/07/20,12:17:32,195.870000000,10
03/07/20,12:17:32,195.860000000,620
03/07/20,12:17:32,195.860000000,10
03/07/20,12:17:32,195.860000000,360
03/07/20,12:17:39,195.880000000,50
03/07/20,12:17:43,195.840000000,10
03/07/20,12:17:45,195.840000000,300
03/07/20,12:17:45,195.840000000,50
03/07/20,12:17:48,195.860000000,10
03/07/20,12:17:51,195.830000000,500
03/07/20,12:17:52,195.860000000,20
03/07/20,12:17:58,195.850000000,100
03/07/20,12:18:00,195.850000000,20
03/07/20,12:18:05,195.840000000,10
03/07/20,12:18:07,195.850000000,10
03/07/20,12:18:12,195.850000000,50
03/07/20,12:18:13,195.850000000,50
03/07/20,12:18:23,195.850000000,200
03/07/20,12:18:28,195.850000000,2000
03/07/20,12:18:28,195.850000000,2520
03/07/20,12:18:28,195.850000000,50
03/07/20,12:18:28,195.850000000,50
03/07/20,12:18:28,195.860000000,20
03/07/20,12:18:28,195.860000000,30
03/07/20,12:18:28,195.860000000,10
03/07/20,12:18:28,195.860000000,310
03/07/20,12:18:28,195.860000000,600
03/07/20,12:18:28,195.860000000,50
03/07/20,12:18:34,195.880000000,10
03/07/20,12:18:39,195.880000000,10
03/07/20,12:18:47,195.880000000,30
03/07/20,12:18:47,195.880000000,50
03/07/20,12:18:47,195.900000000,120
03/07/20,12:18:47,195.880000000,10
03/07/20,12:18:48,195.880000000,100
03/07/20,12:18:57,195.870000000,100
03/07/20,12:19:08,195.850000000,50
03/07/20,12:19:08,195.850000000,40
03/07/20,12:19:08,195.840000000,20
03/07/20,12:19:08,195.830000000,60
03/07/20,12:19:08,195.820000000,10
03/07/20,12:19:08,195.820000000,240
03/07/20,12:19:08,195.820000000,570
03/07/20,12:19:08,195.820000000,10
03/07/20,12:19:10,195.870000000,10
03/07/20,12:19:22,195.870000000,10
03/07/20,12:19:22,195.870000000,10
03/07/20,12:19:26,195.840000000,500
03/07/20,12:19:30,195.870000000,20
03/07/20,12:19:30,195.870000000,10
03/07/20,12:19:33,195.870000000,10
03/07/20,12:19:36,195.850000000,10
03/07/20,12:19:36,195.830000000,80
03/07/20,12:19:43,195.830000000,110
03/07/20,12:19:48,195.860000000,2000
03/07/20,12:19:48,195.860000000,750
03/07/20,12:19:48,195.870000000,30
03/07/20,12:19:48,195.870000000,20
03/07/20,12:19:48,195.870000000,200
03/07/20,12:19:49,195.860000000,180
03/07/20,12:19:55,195.840000000,370
03/07/20,12:20:03,195.860000000,100
03/07/20,12:20:11,195.860000000,260
03/07/20,12:20:11,195.860000000,870
03/07/20,12:20:11,195.880000000,50
03/07/20,12:20:11,195.880000000,50
03/07/20,12:20:11,195.880000000,50
03/07/20,12:20:11,195.880000000,2000
03/07/20,12:20:11,195.880000000,4900
03/07/20,12:20:11,195.880000000,940
03/07/20,12:20:16,195.880000000,100
03/07/20,12:20:17,195.850000000,10
03/07/20,12:20:26,195.850000000,550
03/07/20,12:20:33,195.900000000,10
03/07/20,12:20:40,195.900000000,100
03/07/20,12:20:42,195.900000000,310
03/07/20,12:20:42,195.900000000,10
03/07/20,12:20:42,195.900000000,50
03/07/20,12:20:42,195.900000000,50
03/07/20,12:20:42,195.900000000,1110
03/07/20,12:20:48,195.880000000,100
03/07/20,12:21:06,195.890000000,10
03/07/20,12:21:06,195.890000000,20
03/07/20,12:21:21,195.890000000,10
03/07/20,12:21:41,195.890000000,10
03/07/20,12:21:41,195.910000000,10
03/07/20,12:21:41,195.910000000,50
03/07/20,12:21:42,195.880000000,680
03/07/20,12:21:42,195.880000000,10
03/07/20,12:21:42,195.880000000,80
03/07/20,12:21:44,195.880000000,10
03/07/20,12:21:56,195.910000000,100
03/07/20,12:22:16,195.890000000,80
03/07/20,12:22:17,195.910000000,30
03/07/20,12:22:18,195.890000000,420
03/07/20,12:22:19,195.880000000,10
03/07/20,12:22:19,195.880000000,20
03/07/20,12:22:19,195.890000000,500
03/07/20,12:22:24,195.900000000,10
03/07/20,12:22:27,195.900000000,100
03/07/20,12:22:31,195.900000000,10
03/07/20,12:22:31,195.910000000,10
03/07/20,12:22:34,195.900000000,10
03/07/20,12:22:43,195.900000000,10
03/07/20,12:22:43,195.910000000,70
03/07/20,12:22:46,195.910000000,60
03/07/20,12:22:46,195.910000000,50
03/07/20,12:22:46,195.910000000,50
03/07/20,12:22:46,195.910000000,10
03/07/20,12:22:46,195.910000000,100
03/07/20,12:22:46,195.910000000,320
03/07/20,12:22:52,195.910000000,30
03/07/20,12:22:54,195.890000000,190
03/07/20,12:22:54,195.910000000,20
03/07/20,12:22:59,195.910000000,20
03/07/20,12:22:59,195.910000000,20
03/07/20,12:23:01,195.910000000,10
03/07/20,12:23:02,195.910000000,20
03/07/20,12:23:06,195.910000000,60
03/07/20,12:23:06,195.910000000,50
03/07/20,12:23:06,195.910000000,50
03/07/20,12:23:06,195.910000000,540
03/07/20,12:23:06,195.910000000,10
03/07/20,12:23:06,195.910000000,1150
03/07/20,12:23:13,195.900000000,160
03/07/20,12:23:15,195.920000000,50
03/07/20,12:23:17,195.920000000,10
03/07/20,12:23:19,195.900000000,40
03/07/20,12:23:19,195.880000000,960
03/07/20,12:23:19,195.920000000,40
03/07/20,12:23:19,195.920000000,150
03/07/20,12:23:27,195.890000000,10
03/07/20,12:23:30,195.890000000,170
03/07/20,12:23:32,195.920000000,20
03/07/20,12:23:38,195.920000000,10
